0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5047920024,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047920015,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047920011,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1
5047920005,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047920001,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047910091,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047910090,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047910089,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047910087,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047910085,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910084,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910082,3,1,3,1,3,1,4,1,4,1,4,1,3,1,3,1,3,1
5047910073,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910071,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047910066,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047910061,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910058,3,1,3,1,3,1,4,1,4,1,4,1,3,1,3,1,3,1
5047910057,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910056,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910055,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910054,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910053,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910052,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910051,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910050,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047910046,3,1,3,1,3,1,4,1,4,1,4,1,3,1,3,1,3,1
5047880375,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047880290,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047880200,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047880105,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047880011,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047850001,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047820041,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
