0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5047540023,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540001,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460113,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460112,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460111,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460108,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460107,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460106,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460104,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460102,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1
5047460101,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460099,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460098,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460096,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460095,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460093,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460092,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1
5047460090,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460089,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460088,4,1,4,1,5,1,5,1,5,1,5,1,1,1,1,1,1,1
5047460085,4,1,4,1,5,1,5,1,5,1,,1,1,1,1,1,1,1
5047460083,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460081,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460078,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460077,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460075,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460073,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460071,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460070,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460069,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460066,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460062,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460059,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460058,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460054,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460049,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460048,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047460045,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460041,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460040,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460039,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460038,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460037,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460036,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1
5047460035,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460030,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460027,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460026,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1
5047460025,4,1,4,1,4,1,4,1,4,1,,1,1,1,1,1,1,1
5047460024,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460023,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460022,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460021,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460020,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460019,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460018,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460017,,1,,1,,1,,1,,1,,1,1,1,1,1,1,1
5047460016,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460015,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460014,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460013,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460010,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460007,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460006,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460005,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460004,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460003,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047460002,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047460001,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047400046,5,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400043,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400041,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400037,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400036,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400035,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400033,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400024,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400021,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400016,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400015,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400014,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400013,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400011,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400009,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400007,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047400001,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047390029,4,1,3,1,3,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1
5047390020,4,1,3,1,3,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1
5047390009,4,1,3,1,3,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1
5047390003,4,1,3,1,3,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1
5047390001,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047380013,4,1,3,1,3,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1
5047380003,4,1,3,1,3,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1,#N/A,1
5047380001,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047370018,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047370014,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047370013,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047370009,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047370007,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047370005,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047370001,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047360015,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047360012,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047360006,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047360001,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047280135,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280133,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280131,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280128,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280126,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280123,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280121,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280118,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280115,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280112,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280109,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280107,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280105,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280101,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280098,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280092,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280088,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280085,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280054,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280052,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280050,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280048,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280044,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280042,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280040,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280038,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280035,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280033,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280031,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280028,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280026,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280024,4,1,4,1,4,1,4,1,4,1,,1,4,1,4,1,4,1
5047280021,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280020,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047280019,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280014,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280012,4,1,5,1,5,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280009,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280006,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280004,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280003,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047280002,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047260048,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260047,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260045,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260043,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260038,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260037,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260036,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260035,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260033,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260032,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260031,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260030,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1
5047260029,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260028,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260027,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260026,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1
5047260021,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260018,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260016,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260012,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260011,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260009,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260006,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260004,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047260001,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250042,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250040,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250038,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250036,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250033,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250031,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250029,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250027,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250025,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250022,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250019,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250018,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250017,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250016,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250014,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250012,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250011,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250010,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250009,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250007,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250006,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250004,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250003,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047250001,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240062,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240061,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240060,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240059,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240056,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240053,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240052,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240051,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240050,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240047,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240046,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240045,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240043,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240042,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240039,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240038,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240037,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240036,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240035,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240033,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240032,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240031,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240030,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240023,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240021,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240019,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240016,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240014,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240013,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240012,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240011,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240009,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240008,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240007,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240005,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240004,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240003,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240002,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047240001,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230060,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230058,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230057,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230056,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230054,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230052,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230050,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230048,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230046,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230045,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230044,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230043,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230042,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230040,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230039,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230038,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230037,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230036,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230035,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230033,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230032,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230031,4,1,4,1,4,1,4,1,4,1,1,1,4,1,1,1,1,1
5047230030,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230029,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230027,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230025,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230023,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230022,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230021,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230019,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230018,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230017,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230016,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230015,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230014,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230012,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230011,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230010,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230009,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230008,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230006,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230005,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230004,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230003,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230002,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047230001,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220074,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220073,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220072,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5047220069,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220068,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220067,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220066,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220065,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220063,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220062,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220061,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220060,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220059,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220057,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220056,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220055,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220054,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220052,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220051,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220050,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220049,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220048,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220046,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047220045,3,1,3,1,3,1,4,1,4,1,4,1,3,1,3,1,3,1
5047210138,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,#N/A,1
5047210088,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210086,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210085,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210083,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210081,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210080,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210078,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210076,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210075,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210074,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210072,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210071,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210070,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210069,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210067,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210065,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210060,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210058,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210045,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210031,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210030,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210028,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210027,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210025,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210021,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210015,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210012,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047210008,5,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047200042,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047200040,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047200039,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
