BBL,Latitude,Longitude
5046760005,40.55870202,-74.1177103
5047540036,40.5567647,-74.11427988
5046800035,40.55788598,-74.12004364
5046910043,40.55660925,-74.12142904
5046950014,40.55437566,-74.11851337
5046890001,40.55623713,-74.11839848
5041600328,40.55358089,-74.10999125
5041600360,40.55494955,-74.1114151
5047540055,40.55663869,-74.11380117
5046830033,40.55689736,-74.11748664
5046940009,40.55505468,-74.11887308
5046750030,40.55864915,-74.11922396
5046910006,40.55641949,-74.12116621
5041600001,40.5551708,-74.11164529
5047400036,40.55437731,-74.12168602
5041600037,40.55654272,-74.11307262
5047580008,40.5566806,-74.11516903
5047540049,40.5569144,-74.11408745
5046820003,40.55745992,-74.11804561
5046790035,40.55716467,-74.11600794
5047930059,40.55159682,-74.11466469
5046830013,40.55657034,-74.11736919
5047540063,40.5562217,-74.1133682
5047460059,40.55335788,-74.119949
5047460108,40.55422014,-74.11756963
5047610012,40.55521002,-74.11315485
5047460101,40.55426053,-74.1178915
5047930124,40.55298786,-74.1165454
5047920037,40.55323226,-74.11556292
5047460010,40.55363646,-74.11760829
5048030027,40.5503135,-74.1132742
5046790034,40.55711328,-74.11606198
5047930094,40.55171115,-74.11518332
5046830015,40.55646505,-74.1174799
5047460112,40.55413294,-74.11760548
5046830036,40.55623313,-74.11768044
5046780029,40.55740858,-74.11688709
5047460048,40.55303724,-74.11913674
5047460006,40.5538072,-74.11764398
5046800037,40.55795051,-74.11997433
5046800011,40.5580432,-74.11940954
5047400043,40.55411031,-74.12126772
5048030017,40.55076432,-74.11380571
5046760009,40.55856986,-74.1174891
5046930008,40.55553529,-74.11969925
5046950028,40.55448061,-74.1188739
5046900127,40.55534503,-74.11751203
5046900124,40.55504298,-74.1174239
5046880020,40.55597715,-74.11945183
5046900129,40.55542512,-74.11742951
5046850001,40.55775072,-74.12088436
5046930001,40.55574146,-74.12003565
5046810018,40.55719808,-74.11905612
5046820014,40.55706413,-74.11805129
5046760064,40.55804348,-74.11809936
5046900138,40.55577074,-74.11754476
5047810040,40.55221052,-74.11377582
5047680069,40.55432565,-74.11139956
5046950015,40.55432214,-74.11856968
5046760048,40.55805713,-74.11745388
5047620335,40.55542942,-74.11474338
5047610001,40.55506739,-74.11341385
5046840027,40.55605113,-74.11716866
5047540045,40.55703162,-74.11430462
5047680072,40.55415162,-74.11121887
5046900134,40.55560618,-74.11769043
5047810021,40.55265842,-74.11453654
5047580005,40.55665099,-74.11525101
5047580014,40.55678808,-74.11495594
5047670015,40.55420578,-74.11607825
5047460090,40.55385421,-74.11822768
5047400013,40.55532334,-74.12291857
5046890017,40.55558185,-74.1184498
5046880018,40.55588133,-74.11919157
5046910023,40.55598541,-74.12194319
5047930001,40.55338995,-74.11692296
5047460058,40.5532979,-74.11983682
5047460035,40.55306327,-74.11831471
5048030104,40.55014157,-74.11342835
5047540047,40.55708346,-74.11416593
5046810028,40.55760469,-74.11913439
5046760007,40.55862913,-74.11758829
5046900037,40.55524552,-74.11821285
5047910082,40.55126049,-74.11274701
5046910011,40.55626627,-74.12133223
5046950108,40.55465369,-74.11817154
5046810024,40.55740473,-74.11939575
5046820021,40.55674468,-74.11839279
5046830011,40.55667526,-74.11725886
5046800042,40.55812267,-74.11978941
5048030024,40.55047659,-74.11345394
5047930046,40.55225152,-74.11536315
5046920021,40.55556909,-74.12123928
5047670068,40.55319363,-74.11483861
5046870001,40.55708921,-74.11984143
5047670074,40.55292022,-74.11467853
5047680046,40.55522212,-74.11233033
5047670066,40.55331471,-74.11496459
5046910041,40.55655271,-74.12149073
5047910051,40.55084954,-74.11256591
5047810001,40.55174387,-74.11354696
5046930025,40.55519483,-74.1206142
5046860007,40.55725902,-74.12038697
5046900110,40.55548992,-74.11697659
5046930007,40.5555901,-74.11977963
5047680062,40.55455943,-74.11164229
5046950104,40.55478048,-74.11838061
5046860009,40.55717843,-74.12023883
5046950016,40.55426581,-74.11862889
5047670030,40.55489324,-74.11662766
5046820035,40.55734246,-74.1182184
5047920033,40.55341836,-74.11576118
5046840100,40.55615006,-74.11657131
5047920005,40.55450365,-74.11690851
5047930038,40.55264075,-74.11577839
5046820032,40.55723507,-74.11833317
5046950022,40.55406229,-74.1188543
5041600013,40.55558785,-74.11207917
5046760067,40.55810705,-74.11820477
5046760069,40.55819108,-74.1183441
5046840024,40.55600832,-74.11709835
5047920034,40.55336527,-74.11570461
5046780027,40.55728921,-74.11683713
5047920093,40.55197189,-74.1145437
5046920028,40.55583014,-74.12105596
5046860006,40.55728743,-74.1204355
5047820041,40.55314528,-74.11017408
5041600334,40.55388305,-74.11030559
5046950025,40.55438183,-74.11897861
5046950021,40.5541253,-74.11877706
5047930040,40.5525847,-74.11571861
5046870011,40.55659539,-74.1197672
5046900132,40.5555285,-74.11776568
5047930005,40.55384272,-74.11703251
5046840001,40.55669235,-74.11663866
5046760045,40.55795496,-74.11756423
5047930128,40.55318333,-74.11675394
5047670060,40.55356032,-74.11523786
5047910046,40.5507452,-74.11245887
5047670003,40.55361355,-74.11543342
5047670036,40.55464996,-74.11644767
5047680048,40.555148,-74.11225338
5047620022,40.55470503,-74.11608899
5041600054,40.55724612,-74.11370019
5047670005,40.55372147,-74.11555093
5046890027,40.55571449,-74.11890299
5046820018,40.55685054,-74.11827962
5046750018,40.55869075,-74.11871399
5046920011,40.55570665,-74.1207227
5047670090,40.55340615,-74.11534303
5046880011,40.55616226,-74.119026
5046820117,40.55690507,-74.11822133
5046860001,40.55752711,-74.12060775
5046780030,40.55733809,-74.11706241
5046910026,40.55606491,-74.12207516
5046750007,40.55904753,-74.11829366
5047930062,40.55151622,-74.11457871
5047920114,40.55283492,-74.11546395
5046790027,40.55688148,-74.11616729
5046810001,40.5579171,-74.11886273
5047920054,40.55245562,-74.11473555
5046950018,40.55420724,-74.11869071
5046920018,40.5553999,-74.12095966
5046950002,40.55486575,-74.11852121
5041600026,40.5561397,-74.11265332
5047930080,40.55124371,-74.11468466
5047460049,40.55327946,-74.11934057
5046830010,40.55672783,-74.11720359
5047880105,40.5520293,-74.11248523
5046800032,40.55778167,-74.12014671
5046750003,40.55919008,-74.1185289
5046820007,40.55732325,-74.11782024
5046820028,40.55707598,-74.11850318
5046750001,40.55927547,-74.1186698
5046800018,40.55761853,-74.11972612
5047930057,40.55173011,-74.11480689
5048030028,40.55027145,-74.11321743
5047910061,40.5514901,-74.11327132
5047460088,40.55376554,-74.11846936
5047810037,40.55233649,-74.11391197
5046760035,40.5575923,-74.11735386
5046800047,40.55825594,-74.11964626
5046860003,40.55746879,-74.12048432
5047920048,40.55277948,-74.11508056
5047930106,40.55222229,-74.11572864
5047460015,40.55356428,-74.11781841
5047670070,40.55307145,-74.11470559
5047460095,40.55399901,-74.11816772
5046840031,40.55624743,-74.11697426
5047680075,40.55405406,-74.11111759
5047400015,40.55517852,-74.12292512
5047460106,40.55434779,-74.11755104
5047400011,40.55542685,-74.12288574
5047920063,40.55210841,-74.11436568
5047930078,40.55098517,-74.11440884
5047920111,40.55273347,-74.11535576
5041600034,40.55646134,-74.11298796
5047460039,40.55295379,-74.11852065
5047460036,40.5530359,-74.11836619
5046820022,40.55669249,-74.11844859
5047920049,40.55263208,-74.11515158
5047910073,40.55155422,-74.11306494
5046790029,40.55696725,-74.1163121
5046840028,40.55605592,-74.11731394
5047540031,40.55652102,-74.11405358
5047580011,40.55670754,-74.11511561
5046830007,40.55687819,-74.11709161
5047920078,40.55156711,-74.11378905
5047930033,40.55285272,-74.11600455
5046790009,40.55720753,-74.11526641
5046840030,40.55618983,-74.11703539
5047920209,40.55112403,-74.11365632
5047680082,40.5538006,-74.11085444
5046840016,40.55622011,-74.11651347
5047920101,40.55229854,-74.11489323
5046910018,40.55587609,-74.12175999
5046910027,40.55611474,-74.12213339
5047930026,40.55316994,-74.11634297
5046870003,40.55698678,-74.11967008
5046880026,40.55611205,-74.11967627
5046900133,40.55556034,-74.11773256
5047930054,40.55189066,-74.11497817
5047920041,40.55304281,-74.11548469
5046760071,40.55823306,-74.1184137
5046790036,40.55721605,-74.1159539
5046870008,40.55686846,-74.11947155
5046840022,40.55592396,-74.11695981
5047910054,40.551009,-74.11274112
5047370007,40.55515262,-74.12136544
5047910091,40.55083876,-74.11232584
5047670059,40.55361066,-74.11529268
5047620255,40.55510349,-74.11511311
5047380013,40.55446079,-74.12082826
5047280123,40.55686529,-74.12192512
5047280118,40.55705353,-74.12175834
5047670004,40.55366848,-74.11549323
5047930076,40.55079717,-74.11419641
5047280109,40.55739071,-74.12154495
5047580015,40.55683854,-74.11480998
5047460092,40.55387491,-74.11817827
5047460069,40.55367399,-74.11980058
5047930049,40.55217062,-74.11527684
5047920084,40.5515542,-74.11409832
5046920033,40.55599237,-74.12088109
5046950012,40.55448244,-74.11840091
5047280126,40.55676696,-74.12200859
5047920124,40.55327418,-74.11593234
5046900131,40.55549696,-74.11779849
5046910034,40.55628408,-74.12178381
5046800001,40.5583252,-74.11938572
5046890016,40.55563116,-74.11839808
5046750005,40.55912664,-74.1184242
5047930025,40.55322316,-74.11639976
5046790019,40.55696128,-74.11574891
5047670081,40.55313946,-74.11505301
5046760037,40.55766109,-74.11746723
5046820023,40.55688478,-74.11854501
5048030023,40.5505269,-74.11350939
5046900126,40.55529919,-74.1175598
5046810011,40.55756679,-74.11870865
5041600031,40.55635382,-74.11287609
5047930042,40.55247826,-74.11560504
5046840002,40.55658567,-74.11675188
5047820040,40.55323105,-74.11026313
5047460099,40.55419433,-74.11796223
5047620002,40.55378167,-74.11509011
5047620030,40.55510106,-74.11659247
5048020094,40.5505632,-74.11302523
5046800013,40.55791338,-74.11954898
5047610008,40.5553914,-74.11334297
5047930070,40.55117181,-74.11421129
5047670025,40.55466387,-74.11678425
5047460075,40.55398368,-74.11952833
5047930058,40.55167671,-74.11474992
5047930092,40.55162656,-74.11509309
5047460111,40.55417671,-74.11758191
5047920090,40.5517674,-74.11432565
5048020021,40.55072968,-74.11287878
5047580012,40.55673438,-74.11506241
5048030112,40.55051164,-74.11388821
5047460113,40.55407571,-74.11763999
5048030106,40.55021272,-74.11355868
5047930067,40.55130332,-74.11435159
5047920068,40.55197643,-74.11422508
5046760031,40.55778433,-74.11728304
5046760055,40.5584818,-74.11773879
5047620033,40.55462633,-74.11567228
5047540067,40.55608439,-74.11322562
5047380003,40.55469536,-74.12081858
5047920206,40.55128536,-74.11350846
5047920092,40.55186236,-74.11442691
5047910052,40.55090126,-74.11262274
5047540071,40.55583255,-74.11296413
5046840012,40.55630152,-74.11644624
5047670016,40.55425185,-74.11612841
5046820029,40.55712918,-74.11844633
5047670054,40.55384229,-74.11561544
5047540059,40.55647345,-74.11362959
5046780035,40.55756097,-74.11678177
5047920201,40.55141976,-74.1138094
5048020090,40.55046613,-74.11291948
5047670026,40.55471912,-74.1167307
5046750021,40.558595,-74.11881687
5046940001,40.55528019,-74.11936255
5047930017,40.55340778,-74.11659672
5046860002,40.55749719,-74.12053287
5046900122,40.55510781,-74.11735099
5047920072,40.5517624,-74.11416836
5046950011,40.55453807,-74.1183423
5047930053,40.5519705,-74.11506334
5047930050,40.55207695,-74.1151769
5046790001,40.55750496,-74.11555876
5047920045,40.55285938,-74.11516568
5046880035,40.55647449,-74.11914946
5046880028,40.55621023,-74.119432
5047910066,40.55165339,-74.11344906
5047820039,40.55328926,-74.11032356
5047920039,40.55315236,-74.1154778
5047880200,40.55214881,-74.1122679
5046940034,40.55511604,-74.1194086
5047930037,40.55269174,-74.1158328
5046800017,40.55780481,-74.1196656
5047920028,40.55359438,-74.11609302
5047930002,40.55358663,-74.1170512
5046870007,40.55690228,-74.11952829
5047590009,40.55637175,-74.11437027
5046810014,40.557448,-74.11883553
5046790022,40.55684705,-74.11589531
5046830028,40.55662892,-74.1177689
5047930110,40.55239225,-74.11590996
5046820030,40.55718187,-74.11839002
5046760049,40.55812343,-74.11738228
5046810034,40.55776195,-74.11896547
5047810046,40.55195935,-74.11350435
5047360006,40.55556232,-74.1220495
5046870009,40.55681774,-74.11938644
5047750001,40.5532906,-74.11142944
5047620029,40.55499616,-74.11640393
5047670028,40.55481742,-74.1167014
5047920069,40.55186682,-74.11428379
5047930068,40.5512501,-74.11429481
5047920058,40.55226575,-74.11470832
5046950019,40.55416042,-74.11874015
5041600329,40.55371756,-74.11013342
5046820006,40.55739158,-74.11793292
5047280107,40.55751509,-74.12148802
5047590017,40.5560183,-74.11400175
5047670020,40.55440698,-74.11643145
5046880009,40.55639197,-74.11865874
5047540023,40.55614246,-74.11366026
5047540038,40.55691411,-74.11441383
5046900114,40.55534813,-74.11708631
5046940028,40.55495006,-74.11958655
5046790040,40.55736895,-74.11578947
5046840103,40.55603216,-74.11666866
5046800034,40.5578537,-74.12007831
5046830003,40.55701479,-74.11731702
5046760039,40.55772775,-74.11757708
5046880001,40.55659252,-74.11898751
5041600010,40.55538991,-74.11187324
5046870018,40.55627462,-74.11997446
5046840102,40.55608702,-74.11662336
5047920071,40.5518733,-74.11411523
5047930077,40.55085501,-74.1142729
5046800038,40.55798278,-74.11993966
5047390009,40.5542098,-74.11976219
5047280112,40.55726913,-74.12160234
5047400009,40.55555834,-74.12284083
5046900130,40.55545842,-74.11783859
5047680086,40.55363648,-74.11068404
5046900112,40.55540957,-74.11703155
5047370001,40.5553166,-74.12165472
5047910084,40.55116357,-74.11263388
5047540027,40.55632267,-74.1138475
5047400024,40.55463601,-74.1221158
5046840023,40.55596614,-74.11702908
5047600012,40.55570756,-74.11367095
5047460016,40.55355382,-74.1178773
5041600038,40.55662541,-74.11315866
5047810020,40.5525544,-74.11442398
5047930088,40.55150016,-74.11495824
5047460104,40.55438772,-74.11770513
5047460013,40.55361395,-74.11770755
5047540001,40.55561484,-74.11311208
5047580019,40.55653526,-74.11453144
5041600041,40.55673425,-74.1132719
5041600018,40.55580247,-74.11230246
5046900128,40.55537655,-74.11747917
5047920083,40.55150356,-74.11404433
5046940025,40.55475944,-74.11988156
5046930003,40.55565738,-74.11989343
5047460089,40.55381785,-74.11831177
5046810008,40.55774966,-74.11852775
5047920121,40.553181,-74.11583298
5046900135,40.55567272,-74.11764701
5047930096,40.55179648,-74.11527436
5046800040,40.558058,-74.11985887
5046840003,40.55655406,-74.11655625
5047280135,40.55616102,-74.12251969
5047920210,40.5511799,-74.11371751
5046890019,40.55553354,-74.11850046
5047400035,40.55441033,-74.12174006
5046760021,40.55814149,-74.11678127
5046820009,40.55725495,-74.11770756
5046870022,40.55641018,-74.12020107
5046750032,40.55875528,-74.11910992
5046790020,40.55691921,-74.11580616
5046900111,40.55544028,-74.11700415
5047930074,40.55098617,-74.11401325
5046910031,40.55623171,-74.12184094
5047400007,40.55567776,-74.12279576
5047540085,40.55529903,-74.11241019
5047280121,40.55695982,-74.12184637
5046840008,40.55639825,-74.11636637
5047930075,40.55093684,-74.11395605
5046940021,40.55464117,-74.11968295
5046890015,40.55568047,-74.11834637
5046930011,40.55533087,-74.11991459
5046790042,40.55746924,-74.11566711
5047930035,40.55279909,-74.11594732
5046820019,40.55679736,-74.11833648
5047920204,40.5513128,-74.11369559
5046950006,40.55473785,-74.11831031
5046840006,40.55649622,-74.11629162
5046780033,40.55750747,-74.11683811
5046950013,40.55442787,-74.11845838
5046930028,40.55543125,-74.1202715
5046780031,40.55747673,-74.11699997
5046830030,40.55673598,-74.11765633
5047620001,40.5537265,-74.11503044
5047670065,40.55333399,-74.11512608
5047460001,40.55401099,-74.11766736
5046900038,40.55527263,-74.11790486
5047540058,40.5565293,-74.11368759
5047460070,40.55363166,-74.11932444
5041600016,40.55569654,-74.11219225
5047540051,40.55680668,-74.11397778
5047460093,40.55390999,-74.11816111
5047460040,40.55292641,-74.11857214
5046790037,40.55726784,-74.11589944
5046790038,40.55731988,-74.11584471
5047390020,40.55365142,-74.12051468
5047910056,40.55116351,-74.1127746
5046900040,40.5553595,-74.11781448
5047810017,40.55242479,-74.11428373
5047810003,40.55187685,-74.11369085
5046890025,40.55559571,-74.11880234
5046900125,40.55500038,-74.11746003
5046950103,40.5548236,-74.11845172
5046830035,40.55628638,-74.11761923
5046880007,40.55646126,-74.1187717
5046910001,40.55666855,-74.12136435
5046910025,40.55602942,-74.12201624
5047920015,40.55400432,-74.11638542
5047670063,40.55340394,-74.1152052
5047910089,40.55095088,-74.11239753
5047930112,40.55247971,-74.11600327
5046950023,40.55426552,-74.1191025
5046820016,40.55701094,-74.11810815
5046910038,40.55644154,-74.12161202
5047680070,40.55427279,-74.11134468
5047810047,40.55185126,-74.11338752
5046900029,40.55499693,-74.11780224
5047720001,40.55463623,-74.11286523
5047920102,40.5523521,-74.11494743
5047460018,40.5535328,-74.11799806
5047920001,40.55429732,-74.11700912
5046900120,40.55514612,-74.11720464
5047460021,40.55348793,-74.11825572
5047910057,40.55116528,-74.11291256
5041600051,40.55714154,-74.11378099
5047810011,40.55218509,-74.11402437
5047810002,40.55180029,-74.11360801
5047920029,40.5534942,-74.11600472
5041600339,40.55409633,-74.11052746
5046890021,40.55548298,-74.11855349
5047810024,40.55281032,-74.1144241
5047390003,40.55409175,-74.12025676
5047460083,40.55373775,-74.11905165
5047460017,40.55354332,-74.1179377
5047680089,40.55348069,-74.1105223
5047370009,40.55506035,-74.12132753
5047370018,40.5550442,-74.12189568
5046860004,40.55735644,-74.12051672
5047810009,40.55206485,-74.11389427
5047400046,40.55396983,-74.12117225
5047400037,40.55429766,-74.1215523
5047920024,40.55376461,-74.11613005
5047680051,40.55504775,-74.11214929
5046890005,40.55607707,-74.11813479
5047680050,40.55509754,-74.11220098
5048030110,40.55033904,-74.11369723
5048030022,40.55057944,-74.11356729
5046890006,40.55603647,-74.11806804
5047540076,40.55560818,-74.11273117
5047540025,40.55623264,-74.11375395
5047620180,40.55493264,-74.11530692
5047540039,40.55696657,-74.11446086
5047540057,40.55658424,-74.11374464
5047810030,40.55260235,-74.11427886
5046810010,40.55761255,-74.11865977
5047810007,40.55201198,-74.11383706
5047620105,40.55478028,-74.1154889
5047760180,40.55322024,-74.11343831
5046760051,40.55821028,-74.11728848
5046820011,40.55717151,-74.11793649
5047810033,40.55250429,-74.11409333
5046830032,40.55684304,-74.11754375
5047580001,40.55654846,-74.11533438
5047580100,40.55694871,-74.11475786
5046940013,40.55485249,-74.11922873
5046870028,40.55676535,-74.12005081
5046780001,40.55760196,-74.11645661
5046930022,40.55509364,-74.1204438
5046800020,40.55770392,-74.11986702
5047880375,40.55253382,-74.11159117
5046890028,40.5559011,-74.11857514
5046950110,40.55460831,-74.11809782
5046790003,40.5573193,-74.11544116
5047920035,40.55331217,-74.11564804
5048020023,40.55062207,-74.11276019
5047460102,40.55444281,-74.11782944
5048020019,40.55072138,-74.11308203
